id,Fulfill Building Line,Setbacks,f(BCR),f(PAR),FSH(Sunlight Hours),f(FSH),f(SSR),AR(Aspect Ratio),f(AR),f(VSymm),f(HSymm)
0,Failure,Failure,1.0,0.75,4.0,0.42105263157894735,1.0,1.0,0.6180339887498948,0.8333333333333334,0.8333333333333334
0,Success,Failure,1.0,0.75,6.5,0.6842105263157895,1.25,1.6666666666666667,0.9708203932499369,0.9166666666666666,0.75
0,Failure,Failure,1.0,0.75,4.0,0.42105263157894735,1.0,1.0,0.6180339887498948,0.6666666666666667,0.8333333333333334
0,Failure,Failure,1.0,0.5925925925925926,0,0.0,1.25,1.25,0.7725424859373685,0.5833333333333333,0.6666666666666667
0,Failure,Failure,1.0,0.5925925925925926,3.0,0.3157894736842105,1.25,1.25,0.7725424859373685,0.8333333333333334,0.6666666666666667
0,Failure,Failure,1.0,0.5925925925925926,4.75,0.5,1.25,1.25,0.7725424859373685,0.5,0.5
0,Failure,Failure,1.0,0.5925925925925926,6.5,0.6842105263157895,1.25,1.25,0.7725424859373685,1.0,0.6666666666666667
0,Failure,Failure,1.0,0.5925925925925926,0,0.0,1.0,1.0,0.6180339887498948,0.8333333333333334,0.6666666666666667
0,Failure,Failure,1.0,0.5925925925925926,6.0,0.631578947368421,1.25,1.25,0.7725424859373685,0.5833333333333333,0.6666666666666667
0,Failure,Failure,1.0,0.75,0,0.0,1.25,1.6666666666666667,0.9708203932499369,0.9166666666666666,0.8333333333333334
0,Failure,Failure,1.0,0.75,0,0.0,1.0,1.0,0.6180339887498948,0.6666666666666667,0.8333333333333334
0,Failure,Failure,1.0,0.75,0,0.0,1.25,1.6666666666666667,0.9708203932499369,0.9166666666666666,0.8333333333333334
0,Failure,Failure,1.0,0.9795918367346939,0,0.0,0.75,0.75,0.4635254915624211,1.0,1.0
0,Success,Failure,1.0,0.9795918367346939,4.75,0.5,1.0,1.3333333333333333,0.824045318333193,1.0,1.0
0,Failure,Failure,1.0,0.75,3.0,0.3157894736842105,1.0,1.0,0.6180339887498948,0.6666666666666667,0.8333333333333334
0,Failure,Failure,1.0,0.75,0,0.0,1.25,1.6666666666666667,0.9708203932499369,0.8333333333333334,0.8333333333333334
0,Failure,Failure,1.0,0.75,0,0.0,1.0,1.0,0.6180339887498948,0.8333333333333334,0.6666666666666667
0,Failure,Failure,1.0,0.5925925925925926,0,0.0,1.25,1.6666666666666667,0.9708203932499369,0.8333333333333334,0.9166666666666666
0,Failure,Failure,1.0,0.75,4.0,0.42105263157894735,1.0,1.0,0.6180339887498948,0.8333333333333334,0.8333333333333334
0,Failure,Failure,1.0,0.75,4.0,0.42105263157894735,1.0,1.0,0.6180339887498948,0.8333333333333334,0.8333333333333334
0,Failure,Failure,1.0,0.75,0,0.0,1.0,1.0,0.6180339887498948,0.8333333333333334,0.6666666666666667
0,Failure,Failure,1.0,0.75,4.75,0.5,1.0,1.0,0.6180339887498948,0.6666666666666667,0.8333333333333334
0,Failure,Failure,1.0,0.48,5.25,0.5526315789473685,1.25,1.25,0.7725424859373685,0.5833333333333333,0.5
0,Failure,Failure,1.0,0.75,4.0,0.42105263157894735,1.0,1.0,0.6180339887498948,0.6666666666666667,0.8333333333333334
0,Failure,Failure,1.0,0.39669421487603307,3.0,0.3157894736842105,1.25,1.25,0.7725424859373685,0.6666666666666667,0.6666666666666667
0,Success,Failure,1.0,0.75,6.0,0.631578947368421,1.25,1.6666666666666667,0.9708203932499369,0.9166666666666666,0.9166666666666666
0,Failure,Failure,1.0,0.5925925925925926,4.0,0.42105263157894735,1.0,1.0,0.6180339887498948,0.8333333333333334,0.6666666666666667
0,Failure,Failure,1.0,0.5925925925925926,4.0,0.42105263157894735,1.25,1.25,0.7725424859373685,0.8333333333333334,0.8333333333333334
0,Failure,Failure,1.0,0.75,4.0,0.42105263157894735,1.0,1.0,0.6180339887498948,0.6666666666666667,0.8333333333333334
0,Failure,Failure,1.0,0.75,3.0,0.3157894736842105,1.0,1.0,0.6180339887498948,0.6666666666666667,0.8333333333333334
0,Failure,Failure,1.0,0.48,5.25,0.5526315789473685,1.25,1.25,0.7725424859373685,0.9166666666666666,0.6666666666666667
0,Failure,Failure,1.0,0.75,3.0,0.3157894736842105,1.0,1.0,0.6180339887498948,0.8333333333333334,0.8333333333333334
0,Failure,Failure,1.0,0.48,0,0.0,1.25,1.6666666666666667,0.9708203932499369,0.9166666666666666,0.75
0,Failure,Failure,1.0,0.75,4.0,0.42105263157894735,1.0,1.0,0.6180339887498948,0.8333333333333334,0.8333333333333334
0,Failure,Failure,1.0,0.5925925925925926,6.0,0.631578947368421,1.25,1.25,0.7725424859373685,0.6666666666666667,0.6666666666666667
0,Success,Failure,1.0,0.9795918367346939,4.75,0.5,1.0,1.3333333333333333,0.824045318333193,1.0,1.0
0,Success,Failure,1.0,0.5925925925925926,6.5,0.6842105263157895,1.25,1.6666666666666667,0.9708203932499369,1.0,0.75
0,Failure,Failure,1.0,0.75,4.75,0.5,1.0,1.0,0.6180339887498948,0.8333333333333334,0.6666666666666667
0,Success,Failure,1.0,0.5925925925925926,6.0,0.631578947368421,1.25,1.6666666666666667,0.9708203932499369,0.8333333333333334,0.9166666666666666
0,Failure,Failure,1.0,0.75,4.0,0.42105263157894735,1.0,1.0,0.6180339887498948,0.8333333333333334,0.8333333333333334
0,Failure,Failure,1.0,0.75,4.0,0.42105263157894735,1.0,1.0,0.6180339887498948,0.8333333333333334,0.8333333333333334
0,Failure,Failure,1.0,0.75,0,0.0,1.25,1.6666666666666667,0.9708203932499369,0.8333333333333334,0.8333333333333334
0,Failure,Failure,1.0,0.75,3.0,0.3157894736842105,1.0,1.0,0.6180339887498948,0.8333333333333334,0.8333333333333334
0,Failure,Failure,1.0,0.5925925925925926,5.75,0.6052631578947368,1.25,1.25,0.7725424859373685,1.0,0.6666666666666667
0,Success,Failure,1.0,0.9795918367346939,4.75,0.5,1.0,1.3333333333333333,0.824045318333193,1.0,1.0
0,Failure,Failure,1.0,0.75,3.0,0.3157894736842105,1.0,1.0,0.6180339887498948,0.6666666666666667,1.0
0,Failure,Failure,1.0,0.75,4.0,0.42105263157894735,1.0,1.0,0.6180339887498948,0.8333333333333334,0.8333333333333334
0,Failure,Failure,1.0,0.48,5.25,0.5526315789473685,1.25,1.25,0.7725424859373685,0.9166666666666666,0.6666666666666667
0,Failure,Failure,1.0,0.5925925925925926,0,0.0,1.25,1.25,0.7725424859373685,0.5833333333333333,0.6666666666666667
0,Failure,Failure,1.0,0.5925925925925926,4.75,0.5,1.25,1.25,0.7725424859373685,0.5,0.5
fitname,0.6924790090140739
id,Fulfill Building Line,Setbacks,f(BCR),f(PAR),FSH(Sunlight Hours),f(FSH),f(SSR),AR(Aspect Ratio),f(AR),f(VSymm),f(HSymm)
0,Failure,Failure,1.0,0.75,4.75,0.5,1.0,1.0,0.6180339887498948,0.8333333333333334,0.6666666666666667
0,Failure,Failure,1.0,0.5925925925925926,5.75,0.6052631578947368,1.25,1.25,0.7725424859373685,0.6666666666666667,0.6666666666666667
0,Success,Failure,1.0,0.75,6.0,0.631578947368421,1.25,1.6666666666666667,0.9708203932499369,0.9166666666666666,0.9166666666666666
0,Success,Failure,1.0,0.75,5.75,0.6052631578947368,1.25,1.6666666666666667,0.9708203932499369,0.75,0.8333333333333334
0,Failure,Failure,1.0,0.75,0,0.0,1.0,1.0,0.6180339887498948,0.8333333333333334,0.8333333333333334
0,Failure,Failure,1.0,0.5925925925925926,0,0.0,1.0,1.0,0.6180339887498948,0.8333333333333334,0.8333333333333334
0,Failure,Failure,1.0,0.48,3.0,0.3157894736842105,1.25,1.25,0.7725424859373685,0.9166666666666666,0.5
0,Success,Failure,1.0,0.9795918367346939,4.75,0.5,1.0,1.3333333333333333,0.824045318333193,1.0,1.0
0,Failure,Failure,1.0,0.75,4.0,0.42105263157894735,1.0,1.0,0.6180339887498948,0.8333333333333334,0.8333333333333334
0,Failure,Failure,1.0,0.5925925925925926,4.75,0.5,1.25,1.25,0.7725424859373685,0.6666666666666667,0.8333333333333334
0,Failure,Failure,1.0,0.39669421487603307,5.75,0.6052631578947368,1.25,1.25,0.7725424859373685,0.75,0.6666666666666667
0,Failure,Failure,1.0,0.5925925925925926,3.0,0.3157894736842105,1.0,1.0,0.6180339887498948,0.8333333333333334,0.8333333333333334
0,Failure,Failure,1.0,0.75,4.0,0.42105263157894735,1.0,1.0,0.6180339887498948,0.8333333333333334,0.8333333333333334
0,Failure,Failure,1.0,0.75,0,0.0,1.0,1.0,0.6180339887498948,0.6666666666666667,0.8333333333333334
0,Failure,Failure,1.0,0.48,6.0,0.631578947368421,1.25,1.25,0.7725424859373685,0.75,0.5
0,Failure,Failure,1.0,0.5925925925925926,5.75,0.6052631578947368,1.25,1.25,0.7725424859373685,0.5833333333333333,0.8333333333333334
0,Failure,Failure,1.0,0.5925925925925926,3.0,0.3157894736842105,1.0,1.0,0.6180339887498948,0.8333333333333334,0.8333333333333334
0,Failure,Failure,1.0,0.75,4.0,0.42105263157894735,1.0,1.0,0.6180339887498948,0.8333333333333334,0.8333333333333334
0,Failure,Failure,1.0,0.75,4.75,0.5,1.0,1.0,0.6180339887498948,0.8333333333333334,0.8333333333333334
0,Failure,Failure,1.0,0.5925925925925926,0,0.0,1.25,1.25,0.7725424859373685,0.5833333333333333,0.6666666666666667
0,Failure,Failure,1.0,0.75,3.0,0.3157894736842105,1.0,1.0,0.6180339887498948,0.8333333333333334,0.8333333333333334
0,Failure,Failure,1.0,0.75,3.0,0.3157894736842105,1.0,1.0,0.6180339887498948,0.8333333333333334,0.8333333333333334
0,Failure,Failure,1.0,0.5925925925925926,4.75,0.5,1.25,1.25,0.7725424859373685,0.5833333333333333,0.6666666666666667
0,Failure,Failure,1.0,0.5925925925925926,0,0.0,1.25,1.6666666666666667,0.9708203932499369,1.0,0.75
0,Failure,Failure,1.0,0.5925925925925926,6.0,0.631578947368421,1.25,1.25,0.7725424859373685,0.5,0.8333333333333334
0,Failure,Failure,1.0,0.5925925925925926,4.75,0.5,1.25,1.25,0.7725424859373685,0.8333333333333334,1.0
0,Failure,Failure,1.0,0.5925925925925926,4.75,0.5,1.25,1.25,0.7725424859373685,0.6666666666666667,0.6666666666666667
0,Failure,Failure,1.0,0.5925925925925926,0,0.0,1.0,1.0,0.6180339887498948,0.6666666666666667,0.8333333333333334
0,Success,Failure,1.0,0.75,6.0,0.631578947368421,1.25,1.6666666666666667,0.9708203932499369,0.9166666666666666,0.9166666666666666
0,Failure,Failure,1.0,0.75,4.75,0.5,1.0,1.0,0.6180339887498948,0.8333333333333334,0.6666666666666667
0,Failure,Failure,1.0,0.75,4.0,0.42105263157894735,1.0,1.0,0.6180339887498948,0.8333333333333334,0.8333333333333334
0,Failure,Failure,1.0,0.48,4.75,0.5,1.5,1.5,0.9270509831248422,0.6666666666666667,0.33333333333333337
0,Failure,Failure,1.0,0.5925925925925926,6.5,0.6842105263157895,1.25,1.25,0.7725424859373685,0.5833333333333333,0.6666666666666667
0,Failure,Failure,1.0,0.75,4.75,0.5,1.0,1.0,0.6180339887498948,0.8333333333333334,0.6666666666666667
0,Success,Failure,1.0,0.9795918367346939,4.75,0.5,1.0,1.3333333333333333,0.824045318333193,1.0,1.0
0,Failure,Failure,1.0,0.5925925925925926,3.0,0.3157894736842105,1.25,1.6666666666666667,0.9708203932499369,0.8333333333333334,0.9166666666666666
0,Success,Failure,1.0,0.75,6.0,0.631578947368421,1.25,1.6666666666666667,0.9708203932499369,0.8333333333333334,0.9166666666666666
0,Success,Failure,1.0,0.75,6.0,0.631578947368421,1.25,1.6666666666666667,0.9708203932499369,0.9166666666666666,0.9166666666666666
0,Failure,Failure,1.0,0.75,4.0,0.42105263157894735,1.0,1.0,0.6180339887498948,0.8333333333333334,0.8333333333333334
0,Failure,Failure,1.0,0.75,4.0,0.42105263157894735,1.0,1.0,0.6180339887498948,0.8333333333333334,0.8333333333333334
0,Failure,Failure,1.0,0.5925925925925926,5.75,0.6052631578947368,1.25,1.25,0.7725424859373685,0.5833333333333333,0.6666666666666667
0,Success,Failure,1.0,0.75,6.5,0.6842105263157895,1.25,1.6666666666666667,0.9708203932499369,0.8333333333333334,0.8333333333333334
0,Failure,Failure,1.0,0.48,0,0.0,1.25,1.25,0.7725424859373685,0.6666666666666667,0.5
0,Success,Failure,1.0,0.9795918367346939,4.75,0.5,1.0,1.3333333333333333,0.824045318333193,1.0,1.0
0,Failure,Failure,1.0,0.75,0,0.0,1.0,1.0,0.6180339887498948,0.8333333333333334,0.8333333333333334
0,Success,Failure,1.0,0.75,5.75,0.6052631578947368,1.25,1.6666666666666667,0.9708203932499369,0.8333333333333334,0.75
0,Failure,Failure,1.0,0.75,4.0,0.42105263157894735,1.0,1.0,0.6180339887498948,0.6666666666666667,0.8333333333333334
0,Success,Failure,1.0,0.75,6.5,0.6842105263157895,1.25,1.6666666666666667,0.9708203932499369,1.0,0.75
0,Failure,Failure,1.0,0.5925925925925926,6.0,0.631578947368421,1.25,1.25,0.7725424859373685,0.8333333333333334,0.5
0,Success,Failure,1.0,0.75,6.5,0.6842105263157895,1.25,1.6666666666666667,0.9708203932499369,1.0,0.75
fitname,0.6815908759830838
id,Fulfill Building Line,Setbacks,f(BCR),f(PAR),FSH(Sunlight Hours),f(FSH),f(SSR),AR(Aspect Ratio),f(AR),f(VSymm),f(HSymm)
0,Success,Failure,1.0,0.9795918367346939,4.75,0.5,1.0,1.3333333333333333,0.824045318333193,1.0,1.0
0,Success,Failure,1.0,0.75,6.5,0.6842105263157895,1.25,1.6666666666666667,0.9708203932499369,1.0,0.75
0,Failure,Failure,1.0,0.75,4.75,0.5,1.0,1.0,0.6180339887498948,0.8333333333333334,0.8333333333333334
0,Success,Failure,1.0,0.75,6.0,0.631578947368421,1.25,1.6666666666666667,0.9708203932499369,0.9166666666666666,0.9166666666666666
0,Failure,Failure,1.0,0.5925925925925926,5.25,0.5526315789473685,1.25,1.25,0.7725424859373685,0.75,0.8333333333333334
0,Success,Failure,1.0,0.75,6.0,0.631578947368421,1.25,1.6666666666666667,0.9708203932499369,0.9166666666666666,0.9166666666666666
0,Success,Failure,1.0,0.75,5.75,0.6052631578947368,1.25,1.6666666666666667,0.9708203932499369,0.9166666666666666,0.9166666666666666
0,Success,Failure,1.0,0.75,5.75,0.6052631578947368,1.25,1.6666666666666667,0.9708203932499369,0.8333333333333334,0.9166666666666666
0,Failure,Failure,1.0,0.5925925925925926,5.25,0.5526315789473685,1.25,1.25,0.7725424859373685,0.5833333333333333,0.6666666666666667
0,Failure,Failure,1.0,0.48,5.75,0.6052631578947368,1.25,1.25,0.7725424859373685,0.8333333333333334,0.6666666666666667
0,Success,Failure,1.0,0.5925925925925926,5.25,0.5526315789473685,1.25,1.6666666666666667,0.9708203932499369,0.9166666666666666,0.8333333333333334
0,Success,Failure,1.0,0.9795918367346939,4.75,0.5,1.0,1.3333333333333333,0.824045318333193,1.0,1.0
0,Failure,Failure,1.0,0.5925925925925926,5.25,0.5526315789473685,1.25,1.25,0.7725424859373685,0.75,0.8333333333333334
0,Failure,Failure,1.0,0.75,4.0,0.42105263157894735,1.0,1.0,0.6180339887498948,0.6666666666666667,0.8333333333333334
0,Success,Failure,1.0,0.75,5.75,0.6052631578947368,1.25,1.6666666666666667,0.9708203932499369,0.8333333333333334,0.75
0,Failure,Failure,1.0,0.75,4.0,0.42105263157894735,1.0,1.0,0.6180339887498948,0.8333333333333334,0.8333333333333334
0,Failure,Failure,1.0,0.5925925925925926,3.0,0.3157894736842105,1.0,1.0,0.6180339887498948,0.6666666666666667,0.8333333333333334
0,Success,Failure,1.0,0.75,6.0,0.631578947368421,1.25,1.6666666666666667,0.9708203932499369,0.9166666666666666,0.9166666666666666
0,Failure,Failure,1.0,0.5925925925925926,5.25,0.5526315789473685,1.25,1.25,0.7725424859373685,0.6666666666666667,0.6666666666666667
0,Success,Failure,1.0,0.48,6.5,0.6842105263157895,1.5,2.0,0.8090169943749475,1.0,0.6666666666666667
0,Success,Failure,1.0,0.75,5.75,0.6052631578947368,1.25,1.6666666666666667,0.9708203932499369,0.8333333333333334,0.75
0,Failure,Failure,1.0,0.48,4.0,0.42105263157894735,1.25,1.25,0.7725424859373685,0.6666666666666667,0.8333333333333334
0,Failure,Failure,1.0,0.75,4.0,0.42105263157894735,1.0,1.0,0.6180339887498948,0.6666666666666667,0.6666666666666667
0,Success,Failure,1.0,0.5925925925925926,5.75,0.6052631578947368,1.25,1.6666666666666667,0.9708203932499369,0.8333333333333334,0.9166666666666666
0,Success,Failure,1.0,0.39669421487603307,6.5,0.6842105263157895,1.5,2.0,0.8090169943749475,0.9166666666666666,0.6666666666666667
0,Success,Failure,1.0,0.48,6.0,0.631578947368421,1.25,1.6666666666666667,0.9708203932499369,0.9166666666666666,0.9166666666666666
0,Failure,Failure,1.0,0.75,4.75,0.5,1.0,1.0,0.6180339887498948,0.8333333333333334,0.6666666666666667
0,Failure,Failure,1.0,0.75,4.0,0.42105263157894735,1.0,1.0,0.6180339887498948,0.8333333333333334,0.8333333333333334
0,Success,Failure,1.0,0.5925925925925926,5.75,0.6052631578947368,1.25,1.6666666666666667,0.9708203932499369,0.8333333333333334,0.9166666666666666
0,Success,Failure,1.0,0.75,6.5,0.6842105263157895,1.25,1.6666666666666667,0.9708203932499369,0.9166666666666666,0.8333333333333334
0,Failure,Failure,1.0,0.5925925925925926,5.25,0.5526315789473685,1.25,1.25,0.7725424859373685,0.8333333333333334,0.8333333333333334
0,Success,Failure,1.0,0.75,5.75,0.6052631578947368,1.25,1.6666666666666667,0.9708203932499369,0.75,0.8333333333333334
0,Failure,Failure,1.0,0.75,4.75,0.5,1.0,1.0,0.6180339887498948,0.8333333333333334,0.6666666666666667
